Id,PreId,TogetherPreId,Name,TaskDes,Type,Chapter,ChapterName,ServerLevel,AcceptLimitBaseLevel,AcceptLimitJobLevel,PushLevel,AcceptLimitProfession,AcceptLimitSex,AcceptLimitItem,AcceptLimitIdentity,FinishLimitIdentity,FinishLimitCD,AcceptNpc,FinishNpc,ItemAfterAccept,ItemBeforeFinish,AcceptAutoPath,Accepttype,Finishtype,ShortcutShowType,FindwayType,AbandonType,DestroyType,LimitTask,CycleNumber,TargetSubTasks,TargetSubTaskChoose,PhasePositionSceneTask,Target1,SpecialMes1,TargetDes1,Target2,SpecialMes2,TargetDes2,Target3,SpecialMes3,TargetDes3,Target4,SpecialMes4,TargetDes4,Target5,SpecialMes5,TargetDes5,TargetRunType,TaskTrigger,IsReminder,FinishTips,NpcFavors,RewardID,DescAcceptable,DescCanFinish,TalkScript,TaskAcceptScriptTag,TaskFinishScriptTag
16010106,,,成就等级I,在日常冒险过程中，达成指定目标即可解锁成就，获得成就点数。成就点数达到指定值，即可提升成就等级，解锁特权。,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020106=1|,2=113=0,成就等级达到【初心者II】,,,,,,,,,,,,,2,,0,,,,,,,,
16010107,,,锻造武器I,前往普隆德拉的装备商店，找到装备大师罗布托，请教如何锻造武器，锻造高等级武器可大幅提升攻击能力哦！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020107=1|24=28.25563=4.958107=23.17764,,锻造1件28级武器,,,,,,,,,,,,,2,,0,,,,,,,,
16010108,,,衣橱I,"完成主线任务""冒险者的衣橱""即可开启衣橱功能，在衣橱中进行装扮，是不会改变人物属性的哦！",16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020108=1|,2=106=0,在衣橱中存入任意2件配饰,,,,,,,,,,,,,2,,0,,,,,,,,
16010201,,,贤者的回忆I,前往贤者之间，找到魔法书柜，带上小伙伴快去挑战吧！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020201=1|57=60.895=14.96=81.77776,,通关【贤者的回忆】章节一普通难度,,,,,,,,,,,,,2,,0,,,,,,,,
16010202,,,魔物的特性II,下水道地区滋生的大量浮勒盗虫对供应普隆德拉的水源造成了污染，城市卫兵针对这些害虫准备采取行动了。Base等级达到31级即可接取任务。,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020202=1|,3=19001400,完成探索任务“水质污染”,,,,,,,,,,,,,2,,0,,,,,,,,
16010203,,,装备精炼I,前往普隆德拉的装备商店，找到装备精炼师忽克连，请教如何精炼装备，精炼可持续提升装备属性哦！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020203=1|24=19.79151=4.95813=16.25589,,任意一件装备精炼至+4,,,,,,,,,,,,,2,,0,,,,,,,,
16010204,,,波利团II,米德加兹大陆上隐藏着许多波利精灵，Base等级达到25级之后，即可寻找到它们，获得稀有道具奖励！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020204=1|,2=11403=0,寻找5只波利精灵,,,,,,,,,,,,,2,,0,,,,,,,,
16010205,,,魔物的特性III,一位魔物学者正在研究吉芬周边的神奇魔物：狸猫，据说他会给予帮助他研究的冒险者不错的奖励。Base等级达到35级即可接取任务。,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020205=1|,3=19001500,完成探索任务“研究材料”,,,,,,,,,,,,,2,,0,,,,,,,,
16010206,,,挑战大秘境I,前往贤者之间，找到魔法书柜，使用指定的钥匙，挑战大秘境！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020206=1|57=60.895=14.96=81.77776,,通关【贤者的回忆】章节一任意进阶难度,,,,,,,,,,,,,2,,0,,,,,,,,
16010207,,,恶魔宝藏,前往普隆德拉西门等地方，尝试解救被困的小恶魔，有几率开启恶魔宝藏，快去解救它们吧！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020207=1|,2=117=0,累计开启10次恶魔宝藏,,,,,,,,,,,,,2,,0,,,,,,,,
16010208,,,锻造防具I,前往普隆德拉的装备商店，找到装备大师罗必托，请教如何锻造防具，锻造高等级防具可大幅提升防御能力哦！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020208=1|24=28.04469=4.958107=18.33145,,锻造1件30级防具,,,,,,,,,,,,,2,,0,,,,,,,,
16010301,,,进击的冒险家,Base和Job等级达到40级后完成任务，可以转职为二转职业，体验更多职业技能和特色，向更高级冒险家前进吧！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020301=1|,,达成职业二转,,,,,,,,,,,,,2,,0,,,,,,,,
16010302,,,锻造武器II,前往普隆德拉的装备商店，找到装备大师罗布托，请教如何锻造武器，锻造高等级武器可大幅提升攻击能力哦！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020302=1|24=28.25563=4.958107=23.17764,,锻造1件40级武器,,,,,,,,,,,,,2,,0,,,,,,,,
16010303,,,元素体型的奥秘,Base等级达到41级后，即可去职业导师处进行试炼，作为综合评定的跟踪反馈。,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020303=1|,3=19001660,完成探索任务“精进之道”,,,,,,,,,,,,,2,,0,,,,,,,,
16010304,,,守护天地树,世界根源天地树，遭受大量魔物袭击，导致次元动荡。为了冒险者的荣耀！协助尼德霍格，守卫天地树！Base等级达到42级即可参与挑战。,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020304=1|16=43.39=16.99=105.88,,单人模式坚持到第10波怪物刷新,,,,,,,,,,,,,2,,0,,,,,,,,
16010305,,,装备精炼II,前往普隆德拉的装备商店，找到装备精炼师忽克连，请教如何精炼装备，精炼可持续提升装备属性哦！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020305=1|24=19.79151=4.95813=16.25589,,穿戴装备的总精炼等级达到12,,,,,,,,,,,,,2,,0,,,,,,,,
16010306,,,狩猎的效率,普隆德拉骑士团发布一则悬赏，似乎不仅对冒险者实力要要求，还要组队才能顺利地完成。Base等级达到45级即可接取任务。,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020306=1|,3=19001700,完成探索任务“矿坑清理计划”,,,,,,,,,,,,,2,,0,,,,,,,,
16010307,,,贤者的回忆II,前往贤者之间，找到魔法书柜，带上小伙伴快去挑战吧！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020307=1|57=60.895=14.96=81.77776,,通关【贤者的回忆】章节二普通难度,,,,,,,,,,,,,2,,0,,,,,,,,
16010308,,,挑战大秘境II,前往贤者之间，找到魔法书柜，使用指定的钥匙，挑战大秘境！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020308=1|57=60.895=14.96=81.77776,,通关【贤者的回忆】章节二任意进阶难度,,,,,,,,,,,,,2,,0,,,,,,,,
16010401,,,MVP,狩猎MVP是冒险者们喜爱的事，他们通常会组成小队前往，不但能证明自己，还能获得奖励，MVP在野外刷新，来狩猎吧！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020401=1|,2=109=0,参与击杀1只MVP,,,,,,,,,,,,,2,,0,,,,,,,,
16010402,,,光辉勋章,Base45级开启勋章，用完成猫手商队获得的声望，激活勋章可获得一定属性提升，那就全都解锁吧！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020402=1,2=115=0,累计解锁3个光辉勋章,,,,,,,,,,,,,2,,0,,,,,,,,
16010403,,,无尽之塔I,Base50级开启无尽之塔，前往艾尔贝塔拜访詹森船长，进入迷雾岛挑战无尽之塔，层数越高奖励越好哦！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020403=1|50=147.10=17.21=138.29,,无尽之塔通关至第5层,,,,,,,,,,,,,2,,0,,,,,,,,
16010404,,,贤者的回忆III,前往贤者之间，找到魔法书柜，带上小伙伴快去挑战吧！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020404=1|57=60.895=14.96=81.77776,,通关【贤者的回忆】章节三普通难度,,,,,,,,,,,,,2,,0,,,,,,,,
16010405,,,挑战大秘境III,前往贤者之间，找到魔法书柜，使用指定的钥匙，挑战大秘境！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020405=1|57=60.895=14.96=81.77776,,通关【贤者的回忆】章节三任意进阶难度,,,,,,,,,,,,,2,,0,,,,,,,,
16010406,,,收集卡片,在图鉴界面中，可查看各种卡片的获取途径。为穿戴的装备插卡，可大幅提高攻击和防御能力哦！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020406=1|,2=11406=0,累计获得3张任意卡片,,,,,,,,,,,,,2,,0,,,,,,,,
16010407,,,衣橱II,"完成主线任务""冒险者的衣橱""即可开启衣橱功能，在衣橱中进行装扮，是不会改变人物属性的哦！",16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020407=1|,2=106=0,在衣橱中累计存入任意4件配饰,,,,,,,,,,,,,2,,0,,,,,,,,
16010408,,,装备精炼III,前往普隆德拉的装备商店，找到装备精炼师忽克连，请教如何精炼装备，精炼可持续提升装备属性哦！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020408=1|24=19.79151=4.95813=16.25589,,穿戴装备的总精炼等级达到24,,,,,,,,,,,,,2,,0,,,,,,,,
16010501,,,装备附魔,前往普隆德拉，找到附魔大师猫小友，请教如何为装备进行附魔，附魔后可为装备附加各种随机属性哦！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020501=1|7=109.1051=10.7777=137.6465,,累计附魔5次,,,,,,,,,,,,,2,,0,,,,,,,,
16010502,,,成就等级II,在日常冒险过程中，达成指定目标即可解锁成就，获得成就点数。成就点数达到指定值，即可提升成就等级，解锁特权。,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020502=1|,2=113=0,成就等级达到【初心者V】,,,,,,,,,,,,,2,,0,,,,,,,,
16010503,,,卢恩视觉杂志,在衣橱中选择不同的配饰，参加著名时尚杂志《卢恩视觉》的评选，即可获得被杂志收录的机会。,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020503=1|,,参加1次卢恩视觉杂志评选,,,,,,,,,,,,,2,,0,,,,,,,,
16010504,,,无尽之塔II,Base50级开启无尽之塔，前往艾尔贝塔拜访詹森船长，进入迷雾岛挑战无尽之塔，层数越高奖励越好哦！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020504=1|50=147.10=17.21=138.29,,无尽之塔通关至第15层,,,,,,,,,,,,,2,,0,,,,,,,,
16010505,,,贤者的回忆IV,前往贤者之间，找到魔法书柜，带上小伙伴快去挑战吧！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020505=1|57=60.895=14.96=81.77776,,通关【贤者的回忆】章节四普通难度,,,,,,,,,,,,,2,,0,,,,,,,,
16010506,,,挑战大秘境IV,前往贤者之间，找到魔法书柜，使用指定的钥匙，挑战大秘境！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020506=1|57=60.895=14.96=81.77776,,通关【贤者的回忆】章节四任意进阶难度,,,,,,,,,,,,,2,,0,,,,,,,,
16010507,,,贤者的回忆V,前往贤者之间，找到魔法书柜，带上小伙伴快去挑战吧！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020507=1|57=60.895=14.96=81.77776,,通关【贤者的回忆】章节五普通难度,,,,,,,,,,,,,2,,0,,,,,,,,
16010508,,,挑战大秘境V,前往贤者之间，找到魔法书柜，使用指定的钥匙，挑战大秘境！,16,16000,,,0=0,0=0,0=0,0,2,,0,0,,,,,,0,2,2,0,1,0,,,,,,,11|90020508=1|57=60.895=14.96=81.77776,,通关【贤者的回忆】章节五任意进阶难度,,,,,,,,,,,,,2,,0,,,,,,,,
15002000,,,吉芬的阴影,,15,15014,,,50=0,0=0,0=0,0,2,,0,0,,,10851=16,,,0,1,1,3,1,1,2,,,,,,5|0=1|49=54.73=17.98=39.34,,前往吉芬图书馆,3|200957=1|49=44.82=17.98=35.07,,调查图书馆的神秘声音,1|10852=49,WorldTask_15001200_exec_1,对话娜塔莉,7|2802=1|49=55.82=17.98=44.00,,通关副本“吉芬的阴影”,1|10852=49,WorldTask_15001200_exec_2,对话娜塔莉,2,4=5=3=10851=16=40.29=17.03=106.81=322.52|4=1=14=1=0=11236|4=1=11=200957=1=49=44.82=17.98=35.07|4=2=3=10852=49=41.84=17.98=34.08=254.21|4=2=14=2=10852=11237|4=2=12=200957=1|3=0=4=10852|3=0=4=10851|4=3=20=49=3|4=4=21=49=3,,,,,据说最近吉芬的图书馆夜里一直传出诡异的女人哭声,成功安抚了不安的灵魂,15,WorldTask_15001200_accept,WorldTask_15001200_finish
15003000,,,虚幻秘境,,15,15015,,,50=0,0=0,0=0,0,2,,0,0,,,10855=11,,,0,1,1,3,1,1,2,,,,,,7|2807=1|11=80=1.74=130,,通关副本：虚空秘境,,,,,,,,,,,,,2,4=1=3=10855=11=74.86=1.74=127.58=282.89|1=0=14=1=0=11239|3=0=4=10855|1=0=20=11=10|4=1=21=11=10,,,,,传闻大陆上会有一些特殊的秘境入口会不定时的出现,带着探索到的财宝离开,15,WorldTask_15001300_accept,WorldTask_15001300_finish
15004000,,,金字塔异变,,15,15016,,,50=0,0=0,0=0,0,2,,0,0,,,10790=25,,,0,1,1,3,1,1,2,,,,,,2|1105=4|508=87.06=41.30=50.55,,击败守护传送阵的怪物,7|2801=1|508=87=41=43,,通关副本“金字塔异变”,,,,,,,,,,2,1=0=7=1105=4=508=87.06=41.3=50.55=3|4=1=8=1105=4|4=1=20=508=6|4=2=21=508=6|4=2=3=10790=25=58.96=12.39=135.95=349.13|3=0=4=10790,,,,,金字塔里最近老是传来奇怪的动静，骑士团一直想找人去调查,又替骑士团解决了一桩潜在的威胁,15,WorldTask_15000090_accept,WorldTask_15000090_finish
15005000,,,吉芬魔法师,,15,15017,,,50=0,0=0,0=0,0,2,,0,0,,,10792=16,,,0,1,1,3,1,1,2,,,,,,27|6015=1|16=75.93=17.03=52.96,,使用物品“魔力感知仪”,5|0=1|16=50.55=17.03=92.97,,前往魔力异动点,1|10864=16,WorldTask_15000170_exec_1,对话高阶巫师兰德里,7|2803=1|16=52=16=100,,通关副本“吉芬魔法师”,1|10864=16,WorldTask_15000170_exec_2,对话高阶巫师兰德里,2,4=1=14=1=0=11243|4=1=3=10864=16=49.02=17.03=95.38=341.18|4=2=14=2=10864=11244|4=3=20=16=11|4=4=21=16=11|3=0=4=10864|4=5=3=10792=16=71.09=17.03=93.91=358.11|3=0=4=10792,,,,,有人观察到，最近吉芬城的夜里时不时会有特殊的魔法能量异动,吉芬城内应该能平静一段日子了,15,WorldTask_15000170_accept,WorldTask_15000170_finish
15006000,,,哥布林杀手,,15,15018,,,50=0,0=0,0=0,0,2,,0,0,,,10858=8,,,0,1,1,3,1,1,2,,,,,,5|0=1|8=125.73=1.15=131.39,,前往哥布林森林,2|1013=5|8=113.06=1.15=124.53,,消灭跳出来的哥布林,1|10858=8,WorldTask_15000270_exec,对话哥布林杀手,7|2805=1|8=104.83=1.94=92.05,,通关副本“哥布林杀手”,,,,2,4=1=14=1=0=11240|4=1=7=1013=5=8=113.06=1.15=124.53=4|4=2=3=10858=8=123.58=1.15=112.58=169.4|4=2=8=1013=5|4=3=20=8=11|4=4=21=8=11|3=0=4=10858,,,,,酒馆里传说着一位哥布林杀手的英勇事迹,去大陆颂扬哥布林杀手的英勇事迹吧,15,WorldTask_15000270_accept,WorldTask_15000270_finish
15007000,,,迷之商人,,15,15019,,,50=0,0=0,0=0,0,2,,0,0,,,,,,0,1,2,3,1,1,2,,,,,,5|0=1|47=189.77=16.08=72.89,,前往流言中的商人出没地,1|10854=47,WorldTask_15000680_exec_1,对话迷之商人波迪卡,7|2808=1|513=63=26=57,,通关副本“迷之商人”,1|10854=47,WorldTask_15000680_exec_2,对话波迪卡,3|200958=1|47=230.35=16.08=60.16,,挖掘到商人给你埋藏的宝藏,2,4=1=3=10854=47=200.19=16.08=72.21=320.06|4=1=14=1=0=11238|4=2=20=513=3|4=3=21=513=3|4=4=11=200958=1=47=230.35=16.08=60.16|4=5=12=200958=1|3=0=4=10854|3=0=4=10853,,,,,听说卢恩王国境内一直有一个神秘的商人四处奔波,商人奖励了你丰厚的回报,15,WorldTask_15000680_accept,
15008000,,,落难的公主,,15,15020,,,50=0,0=0,0=0,0,2,,0,0,,,10860=505,,,0,1,1,3,1,1,2,,,,,,5|0=1|505=122.17=12.45=64.63,,前往海底洞窟,3|200959=1|505=148.15=12.45=59.50,,解除渔网,1|10860=505,WorldTask_15000860_exec,对话人鱼公主,7|2811=1|511=216.20=20.03=203.94,,通关副本“落难公主”,,,,2,1=0=3=10860=505=148.15=12.45=59.5=65.33|4=1=11=200959=1=505=149.2=12.45=60|4=1=14=2=10860=11241|4=2=12=200959=1|4=3=20=511=2|4=4=21=511=2|3=0=4=10860,,,,,据传闻有人在海底洞窟那儿见过会说话的人鱼,带着人鱼公主的奖励离开,15,WorldTask_15000860_accept,WorldTask_15000860_finish
15009000,,,兽人事变,,15,15021,,,50=0,0=0,0=0,0,2,,0,0,,,10791=34,,,0,1,1,3,1,1,2,,,,,,5|0=1|510=66.51=24.85=176.78,,前往兽人洞窟,3|200960=1|510=80.57=24.85=167.02,,安葬被兽人杀害的人类同胞,7|2809=1|510=73.48=24.85=141.40,,通过副本“兽人事变”,,,,,,,2,1=0=3=10865=510=81.24=24.85=165.30=198.74|4=1=11=200960=1=510=80.95=24.85=166.45|4=1=14=1=0=11242|4=2=4=10865|4=2=12=200960=1|4=2=20=510=2|4=3=21=510=2|4=3=3=10791=34=64.66=6.44=172.30=306.23|3=0=4=10791,,,,,最近，兽人村落那一带不断传来人类失踪的消息,那帮兽人应该能暂时安分一阵子了,15,WorldTask_15001070_accept,WorldTask_15001070_finish
15010000,,,偷梁换柱,,15,15022,,,50=0,0=0,0=0,0,2,,0,0,,,11028=7,,,0,1,1,3,1,1,2,,,,,,5|0=1|7=127.42=10.00=188.29,,按照萨拉的描述，前往教堂尖顶坍塌事故现场勘查,3|220016=1|7=131.71=9.80=201.46,,调查坠落的教堂尖顶，从中寻找线索,1|11028=7,WorldTask_15010000_exec,将你从现场调查得到的结果向萨拉反馈,5|0=1|50=102.68=22.27=131.25,,通关副本“偷梁换柱”,,,,2,1=0=3=11029=7=130.30=10.00=203.46=314.94|1=0=3=11030=7=133.03=10.00=203.26=1.12|1=0=3=11031=7=130.22=10.00=200.01=250.78|1=0=3=11032=7=130.10=10.00=203.07=254.00|1=0=3=11035=7=126.49=9.80=199.94=69.26|1=0=3=11036=7=129.93=9.80=196.69=24.26|1=0=3=11037=7=135.04=9.80=200.79=249.26|4=1=11=220016=1=7=131.33=9.80=202.81|4=2=12=220016=1|2=0=4=11029|2=0=4=11030|2=0=4=11031|2=0=4=11032|2=0=4=11035|2=0=4=11036|2=0=4=11037|3=0=4=11028|4=1=14=1=0=11557|4=2=14=1=0=11558|4=2=3=11028=7=143.96=9.80=165.34=226.98,,,,,普隆德拉大教堂的尖顶发生了垮塌，造成了一些人员伤亡。经过调查发现原本用来建造教堂尖顶的高级材料被换成了低级材料，才导致了事故，数据记录显示大教堂建造于百年前，材料来自艾尔贝塔的博尔特家族,教堂尖顶被偷梁换柱的历史真相得以揭开，可以回去向萨拉汇报了,15,WorldTask_15010000_accept,WorldTask_15010000_finish
15011000,,,低语之门,,15,15023,,,50=0,0=0,0=0,0,2,,0,0,,,11013=16,,,0,1,1,3,1,1,2,,,,,,5|0=1|16=133.61=17.03=62.24=88.06,,按照萨拉的描述，前往低语之门处进行调查,3|220012=1|16=144.03=16.99=62.50,,低语之门真的在不断传出令人毛骨悚然的痛苦哀嚎，听听这声音到底在诉说什么,2|150052=1|16=145.76=17.03=62.32,,这扇低语之门被紧锁着，想办法把门弄开,1|11013=16,WorldTask_15011000_exec,被魔法控制着的低语之门无法打开，回去找萨拉商量对策吧,5|0=1|16=108.91=17.03=57.26,,通关副本“低语之门”,2,1=0=3=11014=16=146.74=17.03=61.51=134.82|1=0=3=11015=16=145.70=17.03=66.40=179.82|1=0=3=11016=16=142.02=17.03=59.28=84.75|1=0=3=11017=16=148.03=17.03=66.05=164.98|3=0=4=11013|4=1=14=2=11014=11544|4=1=11=220012=1=16=145.76=17.03=62.32|4=2=12=220012=1|4=2=7=150052=1=16=146.74=17.03=61.51=0|4=3=8=150052=1|4=3=24=2691103=16=145.76=17.03=62.32|4=4=25=2691103|4=3=4=11014|4=3=3=11038=16=146.74=17.03=61.51=134.82|4=5=4=11015|4=5=4=11016|4=5=4=11017|4=1=15=15011000|4=5=4=11038|4=2=14=2=11014=11562|4=3=14=1=0=11563|4=3=3=11013=16=110.49=16.99=62.31=227.88,,,,,大学者福金的助手向你发来委托，最近在吉芬出现了怪事：一扇无法打开的房门背后不断的传来低语和痛苦的呻吟，似乎和时空的错乱有关……,低语之门的黑色过往已成历史，回去找萨拉汇报,15,WorldTask_15011000_accept,WorldTask_15011000_finish
15012000,,,沙漠的真相,,15,15024,,,50=0,0=0,0=0,0,2,,0,0,,,11018=35,,,0,1,1,3,1,1,2,,,,,,27|6096=1|35=144.20=3.60=137.72,306.77,沙漠之桥过去曾是一片完整的绿洲，翻阅《卢恩地理志》了解这段过去,5|0=1|35=105.28=3.69=172.44,,前往曾经是森林的沙漠之桥左岸，从那里利用时光裂隙回到过去,5|0=1|35=96.82=3.69=171.63=122.12,,通关副本“沙漠的真相”,,,,,,,2,4=2=14=1=0=11545|4=1=22=6030|3=0=4=11018|4=2=14=1=0=11560|2=0=3=11018=35=103.09=3.60=171.33=270.00,,,,,福金在不久前翻阅古籍的时候发现了一个被掩盖的真相：整个沙漠之桥地区在过去曾经都是一片青山绿水，他很想知道这里的自然生态是怎样变迁的，所以派助手来委托你帮助调查,左岸的沙漠化已经难以挽回，原来沙漠之桥成为如今这样竟是人为的悲剧,15,WorldTask_15012000_accept,WorldTask_15012000_finish
15013000,,,远古之盔,,15,15025,,,50=0,0=0,0=0,0,2,,0,0,,,11019=47,,,0,1,1,3,1,1,2,,,,,,1|11020=47,WorldTask_15013000_exec_1,萨拉给你介绍了一位考古学家，去找他了解关于这副盔甲的信息,3|220013=1|47=132.53=20.32=203.50,,这副铠甲真如伯德描述的那样坚不可摧吗？用利剑亲自验证一下,1|11019=47,WorldTask_15013000_exec_2,回去和萨拉讨论接下来的计划,5|0=1|47=134.09=16.08=140.55,,通关副本“远古之盔”,,,,2,1=0=3=11020=47=134.29=20.48=204.81=205.29|1=0=3=11021=47=133.08=20.48=203.62=33.40|4=1=11=220013=1=47=132.53=20.32=203.50|4=2=12=220013=1|4=2=15=15013000|2=0=4=11021|3=0=4=11020|3=0=4=11019|4=2=14=1=0=11559|4=2=3=11019=47=126.59=15.96=147.41=272.96,,,,,斐扬的考古学家们在城北发现了一套古代武士的铠甲，其坚固程度比如今斐扬城内最好的铁匠打造的盔甲还要牢靠，古代的铸甲科技震惊了大家，福金的助手萨拉闻讯而来并找到了你……,杀人铠甲“幽冥之备”的坚固是靠牺牲人命换取的，这样的黑魔法就让它湮灭吧,15,WorldTask_15013000_accept,WorldTask_15013000_finish
15014000,,,哥布灵科技,,15,15026,,,50=0,0=0,0=0,0,2,,0,0,,,11034=8,,,0,1,1,3,1,1,2,,,,,,5|0=1|8=108.83=1.15=100.01,,成功通过了萨拉对你的测验，前往福金那里了解人物详情吧,1|11034=8,WorldTask_15014000_exec,福金针对这一次的研究任务对你再三叮嘱,5|0=1|8=106.52=1.15=97.35,,通关副本“哥布灵科技”,,,,,,,2,1=0=3=11034=8=100.19=1.15=97.71=90.00|4=1=14=2=11033=11547|3=0=4=11034,,,,,福金近些天正在挖掘关于哥布灵的历史，他很好奇这种智力低下的魔物为何会有喷气包、直升机这样的高科技武器。为此她派出了助手萨拉来找你帮助调查。,哥布灵的高科技装备原来同样来自未来，回去将你的发现告诉福金,15,WorldTask_15014000_accept,WorldTask_15014000_finish
15015000,,,毒眼圣物,,15,15027,,,50=0,0=0,0=0,0,2,,0,0,,,11022=26,,,0,1,1,3,1,1,2,,,,,,3|220014=1|26=57.36=9.91=184.27,,一个重要线索溜走了，找到那个被你们逮住后又跑掉的小毛贼,1|11023=26,WorldTask_15015000_exec_1,审问这个被抓住的毒眼喽啰，了解毒眼死灰复燃的原因,27|6097=1|26=52.91=9.83=179.89,254.72,阅读《剧毒之刺传说》，了解这把匕首何以复兴毒眼,1|11022=26,WorldTask_15015000_exec_2,萨拉似乎想到了对付毒眼的对策，和她商量一番,5|0=1|26=68.06=9.91=178.37,,通关副本“毒眼圣物”,2,1=0=11=220014=1=26=57.36=9.91=184.27|4=1=3=11023=26=51.24=9.91=179.43=94.24|4=1=12=220014=1|4=3=22=6031|2=0=4=11023|3=0=4=11022|4=1=14=2=11023=11564|4=3=3=11022=26=66.55=9.83=181.37=188.44,,,,,梦罗克最近有些不太平，根据城内流传的各种小道消息，随着白女巫的到来梦罗克城内地下世界一个臭名昭著的犯罪团伙正悄然崛起：毒眼。这是一个早已湮灭的极端组织，萨拉想知道它为何会死灰复燃,成功摧毁了毒眼的圣物匕首，他们应该再也不能东山再起了,15,WorldTask_15015000_accept,WorldTask_15015000_finish
15016000,,,死神之剑,,15,15028,,,50=0,0=0,0=0,0,2,,0,0,,,11027=21,,,0,1,1,3,1,1,2,,,,,,27|6098=1|21=136.17=17.18=121.62,277.87,打开未署名的神秘信件，了解委托人产生不安的根源,1|11027=21,WorldTask_15016000_exec,信件中提到了死神之剑，问问萨拉对此是否有所了解,5|0=1|21=134.98=17.29=74.07,,根据萨拉的建议，前往依思鲁德曾经的死刑场找到时空裂隙,5|0=1|21=132.88=17.29=68.20,,通关副本“死神之剑”,,,,2,4=1=22=6032|4=3=14=1=0=11546|3=0=4=11027|4=1=3=11027=21=139.15=17.18=126.31=180.00,,,,,福金最近收到了一封未署名的神秘信件，上面说在伊斯鲁得有一把附着着强大恶毒魂灵的魔剑，最近发生了一些异动，希望福金能够介入此事。福金对此十分重视，委派助手萨拉来请你协助调查,亚克和阿瓦诺的隔阂已经化解，可以回去向福金复命了,15,WorldTask_15016000_accept,WorldTask_15016000_finish
