ID,AwardId,ItemIds
1212,3550270,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1213,3550280,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1214,3550290,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1215,3550300,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1216,3560010,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1217,3560020,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1218,3560030,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1219,3560040,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1220,3560050,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1221,3560060,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1222,3560070,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1223,3560080,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1224,3560090,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1225,3560100,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1226,3560110,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1227,3560120,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1228,3560130,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1229,3560140,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1230,3560150,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1231,3560160,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1232,3560170,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1233,3560180,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1234,3560190,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1235,3560200,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1236,3560210,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1237,3560220,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1238,3560230,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1239,3560240,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1240,3560250,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1241,3560260,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1242,3560270,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1243,3560280,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1244,3560290,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1245,3560300,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1246,3570010,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1247,3570020,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1248,3570030,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1249,3570040,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1250,3570050,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1251,3570060,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1252,3570070,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1253,3570080,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1254,3570090,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1255,3570100,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1256,3570110,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1257,3570120,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1258,3570130,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1259,3570140,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1260,3570150,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1261,3570160,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1262,3570170,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1263,3570180,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1264,3570190,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1265,3570200,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1266,3570210,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1267,3570220,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1268,3570230,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1269,3570240,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1270,3570250,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1271,3570260,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1272,3570270,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1273,3570280,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1274,3570290,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1275,3570300,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1276,3580010,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1277,3580020,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1278,3580030,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1279,3580040,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1280,3580050,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1281,3580060,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1282,3580070,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1283,3580080,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1284,3580090,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1285,3580100,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1286,3580110,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1287,3580120,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1288,3580130,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1289,3580140,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1290,3580150,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1291,3580160,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1292,3580170,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1293,3580180,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1294,3580190,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1295,3580200,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1296,3580210,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1297,3580220,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1298,3580230,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1299,3580240,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1300,3580250,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1301,3580260,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1302,3580270,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1303,3580280,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1304,3580290,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1305,3580300,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1306,3590010,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1307,3590020,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1308,3590030,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1309,3590040,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1310,3590050,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1311,3590060,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1312,3590070,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1313,3590080,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1314,3590090,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1315,3590100,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1316,3590110,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1317,3590120,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1318,3590130,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1319,3590140,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1320,3590150,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1321,3590160,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1322,3590170,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1323,3590180,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1324,3590190,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1325,3590200,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1326,3590210,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1327,3590220,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1328,3590230,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1329,3590240,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1330,3590250,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1331,3590260,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1332,3590270,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1333,3590280,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1334,3590290,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1335,3590300,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1336,3599010,2033001|2035002|101
1337,3599020,2031004|2035002|101
1338,3599030,2090022|2035002|101
1339,3599040,2010008|2035002|101
1340,3600010,1270009|1270012|3020010|3020008|3020009|1270008|1270010|2060109|2060011|3023002|2090025|3027004|3020007|1270006|1270007|2060009|2060010|3023001|1270002|1270001|2090019|3021001|3020003|3020004|2035002|2034001|2034003|3024004|3024005|3024032|3024022|3024023|3024024
1341,3600020,1270009|1270012|3020010|3020008|3020009|1270008|1270010|2060109|2060011|3023002|2090025|3027004|3020007|1270006|1270007|2060009|2060010|3023001|1270002|1270001|2090019|3021001|3020003|3020004|2035002|2034001|2034003|3024004|3024005|3024032|3024022|3024023|3024024
1342,3600030,1270009|1270012|3020010|3020008|3020009|1270008|1270010|2060109|2060011|3023002|2090025|3027004|3020007|1270006|1270007|2060009|2060010|3023001|1270002|1270001|2090019|3021001|3020003|3020004|2035002|2034001|2034003|3024004|3024005|3024032|3024022|3024023|3024024
1343,3600040,1270009|1270012|3020010|3020008|3020009|1270008|1270010|2060109|2060011|3023002|2090025|3027004|3020007|1270006|1270007|2060009|2060010|3023001|1270002|1270001|2090019|3021001|3020003|3020004|2035002|2034001|2034003|3024004|3024005|3024032|3024022|3024023|3024024
1344,3600050,1270009|1270012|3020010|3020008|3020009|1270008|1270010|2060109|2060011|3023002|2090025|3027004|3020007|1270006|1270007|2060009|2060010|3023001|1270002|1270001|2090019|3021001|3020003|3020004|2035002|2034001|2034003|3024004|3024005|3024032|3024022|3024023|3024024
1345,3600060,1270009|1270012|3020010|3020008|3020009|1270008|1270010|2060109|2060011|3023002|2090025|3027004|3020007|1270006|1270007|2060009|2060010|3023001|1270002|1270001|2090019|3021001|3020003|3020004|2035002|2034001|2034003|3024004|3024005|3024032|3024022|3024023|3024024
