ID,NpcId,SceneId1,Pos1,SceneId2,Pos2,SceneId3,Pos3,SceneId4,Pos4,SceneId5,Pos5,TaskAccept,TaskFinish,TaskTarget1,TaskTarget2,TaskTarget3,TaskTarget4,TaskTarget5
3482,14777,517,"115.75,32.56,64.02",,,,,,,,,,,,,,,
3483,14746,517,"113,32.56,61.67",,,,,,,,,,,,,,,
3484,14778,517,"109.74,32.56,64.67",,,,,,,,,12007490,12007480,,,,,
3485,14782,516,"172.45,23.73,185.13",,,,,,,,,,,,,,,
3486,14773,516,"170.66,23.74,185.88",,,,,,,,,,12007490,,,,,
3487,12984,56,"160.09,20.1,238.66",,,,,,,,,12005050,12005040,,,,,
3488,12982,56,"186.98,26.1,153.54",,,,,,,,,12005020,12005010,,,,,
3489,12980,56,"94.24,20.1,152.46",,,,,,,,,12005030|12005040,12005020,,,,,
3490,12989,56,"154.51,24.3,174.82",,,,,,,,,,,,,,,
3491,12983,56,"66.58,20.1,205.81",,,,,,,,,12005060|12005070,12005050|12005060,,,,,
3492,12987,56,"160.09,20.1,238.66",,,,,,,,,,,,,,,
3493,12988,56,"160.09,20.1,238.66",,,,,,,,,,,,,,,
3494,12990,56,"76.29,20.1,214.62",,,,,,,,,,,,,,,
3495,12981,56,"184.39,26.1,154.19",,,,,,,,,,12005070,,,,,
3496,13010,16,"104.57,12.67,90.37",,,,,,,,,12007610,,,,,,
3497,13011,520,"113.31,29.64,135.49",,,,,,,,,12007620,,,,,,
3498,13012,520,"72.11,25.04,106.92",,,,,,,,,,,,,,,
3499,13013,520,"68.51,25.04,108.41",,,,,,,,,,,,,,,
3500,13014,520,"70.43,25.04,104.36",,,,,,,,,,,,,,,
3501,13023,520,"76.03,25.04,106.86",,,,,,,,,,,,,,,
3502,13015,520,"70.24,25.04,133.34",,,,,,,,,,,,,,,
3503,13016,520,"68.92,25.04,138.01",,,,,,,,,,,,,,,
3504,13017,520,"75.69,25.04,137.08",,,,,,,,,,,,,,,
3505,13018,520,"79.13,25.04,134.18",,,,,,,,,,,,,,,
3506,13026,520,"77.01,25.04,131.51",,,,,,,,,,12007620,,,,,
3507,14704,520,"80.21,25.04,131.31",,,,,,,,,,,,,,,
3508,13019,520,"71.33,29.64,215.84",,,,,,,,,,,,,,,
3509,13020,520,"70.31,29.64,219.79",,,,,,,,,,,,,,,
3510,13028,520,"71.7,29.64,209.55",,,,,,,,,12007650,12007630,,,,,
3511,14698,520,"67.26,29.64,208.27",,,,,,,,,,,,,,,
3512,13029,520,"70.05,29.64,213.74",,,,,,,,,,12007640,,,,,
3513,13021,520,"219.2,29.64,174.54",,,,,,,,,,,,,,,
3514,13032,520,"220.78,29.64,175.41",,,,,,,,,,,,,,,
3515,14697,520,"217.63,29.64,175.59",,,,,,,,,,12007650,,,,,
3516,13035,520,"220.78,29.64,175.41",,,,,,,,,,,,,,,
3517,13033,520,"198.31,29.64,115.26",,,,,,,,,,,,,,,
3518,13034,520,"197.44,29.64,116.14",,,,,,,,,12007670,,,,,,
3519,14700,520,"203,29.64,116.45",,,,,,,,,,,,,,,
3520,14699,520,"205.67,29.64,118.98",,,,,,,,,,,,,,,
3521,13038,520,"204.15,29.95,78.81",,,,,,,,,12007680,,,,,,
3522,13039,520,"205.29,29.66,81.58",,,,,,,,,,,,,,,
3523,14696,520,"203.58,29.66,81.55",,,,,,,,,,,,,,,
3524,14705,520,"206.61,29.73,73.9",,,,,,,,,,,,,,,
3525,14706,520,"209.71,29.98,77.27",,,,,,,,,,,,,,,
3526,16080,526,"243.47,32.12,126.26",,,,,,,,,12008220,12008210,,,,,
3527,16081,526,"243.47,32.12,126.26",,,,,,,,,12008230,12008220,,,,,
3528,16083,526,"172.53,50.91,277.5",,,,,,,,,12008240,12008230,,,,,
3529,16085,526,"172.53,50.91,277.5",,,,,,,,,,,,,,,
3530,16086,526,"220.18,50.88,444.89",,,,,,,,,12008250|12008260|12008270|12008280,12008240|12008250|12008260|12008270,,,,,
3531,16082,526,"220.79,45.59,425.84",,,,,,,,,,,,,,,
3532,16090,526,"216.57,45.6,424.93",,,,,,,,,,,,,,,
3533,16091,526,"215.18,45.59,423.81",,,,,,,,,,,,,,,
3534,16092,526,"215.12,45.59,425.91",,,,,,,,,,,,,,,
3535,16140,55,"321.62,20.01,130.63",,,,,,,,,,12008410,,,,,
3536,16141,55,"205.68,19.97,243.38",,,,,,,,,12008420,,,,,,
3537,16142,526,"237.36,32.13,123.27",,,,,,,,,,12008420,,,,,
3538,16143,526,"145.42,52.61,247.04",,,,,,,,,,12008430,,,,,
3539,16144,526,"144.25,52.61,249.96",,,,,,,,,12008440,,,,,,
3540,16145,526,"147.4,52.61,247.66",,,,,,,,,12008450,,,,,,
3541,16146,526,"264.22,51,305.83",,,,,,,,,12008460,,,,,,
3542,16147,526,"264.22,50.93,310.75",,,,,,,,,,12008460,,,,,
3543,16201,527,"194.11,96.71,300.78",,,,,,,,,12008610,,,,,,
3544,16202,527,"244.29,87.97,149.22",,,,,,,,,,,,,,,
3545,16208,527,"294.36,87.97,159.4",,,,,,,,,,,,,,,
3546,16206,527,"255.79,87.97,185.02",,,,,,,,,,12008620,,,,,
3547,16207,527,"275.62,89.17,208.16",,,,,,,,,,,,,,,
3548,16203,527,"276.95,89.17,208.51",,,,,,,,,,,,,,,
3549,16200,527,"209.39,87.97,200.17",,,,,,,,,,,,,,,
3550,16204,527,"187.12,88.06,224.38",,,,,,,,,,,,,,,
3551,16205,527,"184.18,88.06,221.21",,,,,,,,,,12008650,,,,,
3552,16210,527,"206.39,87.97,244.97",,,,,,,,,,,,,,,
3553,16211,527,"206.28,87.97,242.25",,,,,,,,,,12008670,,,,,
3554,16021,49,"39.31,17.98,38.85",,,,,,,,,12008010|12008020,12008010,,,,,
3555,16023,55,"157.81,21.61,181.53",,,,,,,,,,,,,,,
3556,16048,55,"162.47,21.61,181.79",,,,,,,,,,,,,,,
3557,16049,55,"160.87,21.61,183.94",,,,,,,,,,,,,,,
3558,16050,55,"158.32,21.61,185.36",,,,,,,,,,,,,,,
3559,16051,55,"160.37,21.61,178.88",,,,,,,,,,,,,,,
3560,16052,55,"161.41,21.61,181.3",,,,,,,,,,,,,,,
3561,16022,529,"276.27,15.89,143.44",,,,,,,,,12008030|12008040|12008050,12008020|12008030,,,,,
3562,16025,529,"275.68,15.86,142.47",,,,,,,,,,,,,,,
3563,16029,530,"166.02,49.69,141.68",,,,,,,,,12008060|12008070,12008050|12008060|12008070,,,,,
3564,16037,530,"167.18,49.68,141.48",,,,,,,,,12008080,,,,,,
3565,16030,55,"195.44,20.13,103.1",,,,,,,,,,,,,,,
3566,16031,55,"193.72,20.13,103.6",,,,,,,,,,,,,,,
3567,16032,55,"191.99,20.13,104.34",,,,,,,,,,,,,,,
3568,16033,55,"190.56,20.13,105.39",,,,,,,,,,,,,,,
3569,16034,55,"197.02,20.13,103.88",,,,,,,,,,,,,,,
3570,16035,55,"198.27,20.13,104.64",,,,,,,,,,,,,,,
3571,16036,55,"199.41,20.13,105.44",,,,,,,,,,,,,,,
3572,16039,55,"195.1,20.13,105.29",,,,,,,,,,,,,,,
3573,16040,55,"196,20.13,104.71",,,,,,,,,,,,,,,
3574,16041,55,"194.48,20.13,103.52",,,,,,,,,,,,,,,
3575,16042,55,"196.35,20.13,103.53",,,,,,,,,,,,,,,
3576,16043,55,"194.52,20.13,102.08",,,,,,,,,,,,,,,
3577,16044,55,"196.38,20.13,102.15",,,,,,,,,,,,,,,
3578,16045,55,"194.63,20.05,100.52",,,,,,,,,,,,,,,
3579,16046,55,"196.31,20.13,100.56",,,,,,,,,,,,,,,
3580,16532,85,"241.41,58.24,344.31",,,,,,,,,12008810|12008850,12008860,,,,,
3581,16533,85,"240.04,58.24,304.85",,,,,,,,,,,,,,,
3582,16534,85,"181.71,53.78,313.24",,,,,,,,,,,,,,,
3583,16535,85,"150.34,58.58,265.85",,,,,,,,,,,,,,,
3584,16536,85,"312.54,58.24,285.36",,,,,,,,,12008820,,,,,,
3585,16537,85,"312.86,58.24,284.24",,,,,,,,,,,,,,,
3586,16538,85,"85.16,60.52,87.55",,,,,,,,,,12008830,,,,,
3587,16547,85,"85.46,60.52,86.34",,,,,,,,,,,,,,,
3588,16539,536,"92.39,36.52,48.58",,,,,,,,,,12008840,,,,,
3589,16540,536,"106.88,34.36,49.28",,,,,,,,,,,,,,,
3590,16541,536,"106.59,34.36,50.81",,,,,,,,,,,,,,,
3591,16542,536,"107.66,34.36,51.39",,,,,,,,,,,,,,,
3592,16543,536,"107.16,34.36,52.22",,,,,,,,,,,,,,,
3593,16544,536,"105.5,34.36,52.27",,,,,,,,,,,,,,,
3594,16550,536,"106.8,34.36,50.78",,,,,,,,,,12008850,,,,,
3595,16545,95,"48.39,8.47,53.81",,,,,,,,,,,,,,,
3596,16546,95,"45.49,8.47,56.93",,,,,,,,,,,,,,,
3597,16760,90,"36.07,10.53,45.04",,,,,,,,,12009010,,,,,,
3598,16761,90,"37.05,10.52,42.36",,,,,,,,,,,,,,,
3599,16762,85,"122.74,58.28,79.31",,,,,,,,,,,,,,,
3600,16763,85,"195.36,59.95,161.54",,,,,,,,,,,,,,,
3601,16764,85,"195.34,60.83,168.4",,,,,,,,,,,,,,,
3602,16792,85,"195.57,60.34,164.63",,,,,,,,,,,,,,,
3603,16793,85,"192.7,60.08,162.6",,,,,,,,,,,,,,,
3604,16794,85,"197.76,60.13,162.92",,,,,,,,,,,,,,,
3605,16795,85,"193.3,59.64,159.22",,,,,,,,,,,,,,,
3606,16796,85,"196.92,59.68,159.48",,,,,,,,,,,,,,,
3607,16765,91,"209.98,15.53,124.16",,,,,,,,,,12009020,,,,,
3608,16766,91,"208.19,15.51,129.36",,,,,,,,,,,,,,,
3609,16767,91,"213.18,15.51,129.33",,,,,,,,,,,,,,,
3610,16768,91,"202.34,15.61,113.45",,,,,,,,,,,,,,,
3611,16769,91,"196.97,15.6,110.89",,,,,,,,,,,,,,,
3612,16770,91,"196.49,15.63,113.87",,,,,,,,,,,,,,,
3613,16771,91,"199.7,15.57,108.07",,,,,,,,,,,,,,,
3614,16772,91,"205.87,15.51,124.55",,,,,,,,,,,,,,,
3615,16773,91,"226.1,8.8,140.99",,,,,,,,,12009040,,,,,,
3616,16774,91,"225.13,9.16,137.67",,,,,,,,,,12009030,,,,,
3617,16776,92,"127.78,0.68,115.9",,,,,,,,,12009050,,,,,,
3618,16777,92,"127.52,0.68,117.18",,,,,,,,,,,,,,,
3619,16778,92,"126.24,0.58,116",,,,,,,,,,,,,,,
3620,16779,92,"124.78,0.68,114.11",,,,,,,,,,,,,,,
3621,16780,92,"129.57,0.68,117.23",,,,,,,,,,,,,,,
3622,16781,92,"131.66,0.68,116.13",,,,,,,,,,,,,,,
3623,16786,92,"119.47,0.68,124.83",,,,,,,,,,,,,,,
3624,16783,92,"136.25,0.68,115.92",,,,,,,,,,,,,,,
3625,16784,92,"133.41,0.68,115.54",,,,,,,,,,,,,,,
3626,16785,92,"134.85,0.68,116.02",,,,,,,,,,,,,,,
3627,16787,94,"124.07,13.24,171.91",,,,,,,,,12009060,,,,,,
3628,16788,94,"129.53,13.24,124.29",,,,,,,,,,12009060,,,,,
3629,16789,93,"59.5,8.47,55.89",,,,,,,,,,,,,,,
3630,16640,85,"331.54,58.24,185.04",,,,,,,,,12009210,,,,,,
3631,16641,85,"331.24,58.24,182.21",,,,,,,,,,,,,,,
3632,16642,85,"327.24,58.24,186.39",,,,,,,,,,,,,,,
3633,16643,85,"326.55,58.24,183.38",,,,,,,,,,,,,,,
3634,16644,85,"327.18,58.24,179.02",,,,,,,,,,,,,,,
3635,16647,82,"227.46,25.61,142.68",,,,,,,,,12009220|12009221|12009222|12009223|12009224,,,,,,
3636,16648,82,"225.95,25.74,145.02",,,,,,,,,,12009210,,,,,
3637,16649,82,"223.34,25.79,140.78",,,,,,,,,,,,,,,
3638,16650,82,"222.61,25.83,143.42",,,,,,,,,,,,,,,
3639,16651,82,"225.97,25.48,138.97",,,,,,,,,,,,,,,
3640,16653,82,"247.72,20.05,290.33",,,,,,,,,,12009220|12009221|12009222|12009223|12009224,,,,,
3641,16654,82,"245.35,20.07,289.4",,,,,,,,,12009230,,,,,,
3642,16655,82,"249.88,20.06,286.91",,,,,,,,,,,,,,,
3643,16656,82,"248.39,20.07,283.95",,,,,,,,,,,,,,,
3644,16697,82,"247,20.46,297.12",,,,,,,,,,,,,,,
3645,16698,82,"247.64,20.06,277.38",,,,,,,,,,,,,,,
3646,16699,82,"252.7,19.99,284.45",,,,,,,,,,,,,,,
3647,16700,82,"244.1,20.19,293.43",,,,,,,,,,,,,,,
3648,16701,82,"243,20.26,295.72",,,,,,,,,,,,,,,
3649,16702,82,"257.44,20.01,290.44",,,,,,,,,,,,,,,
3650,16703,82,"259.44,19.75,284.7",,,,,,,,,,,,,,,
3651,16652,82,"251.81,20.39,211.92",,,,,,,,,,,,,,,
3652,16679,82,"174.16,19.75,292.52",,,,,,,,,,,,,,,
3653,16680,82,"174.09,19.93,290.27",,,,,,,,,,,,,,,
3654,16681,82,"174.52,20.12,286.77",,,,,,,,,,,,,,,
3655,16666,82,"194.4,20.01,295.51",82,"239.42,19.93,283.63",539,"109.27,20.52,113.27",,,,,,,,,,,
3656,16667,82,"192.39,20.09,290.87",539,"119.23,20.52,115.07",,,,,,,,,,,,,
3657,16657,82,"194.77,20.04,292.62",,,,,,,,,,12009230,,,,,
3658,16658,82,"244.81,20.06,290.89",,,,,,,,,,,,,,,
3659,16659,82,"247.18,20.06,284.36",,,,,,,,,12009240,,,,,,
3660,16660,82,"164.69,19.48,299.49",,,,,,,,,,12009240,,,,,
3661,16661,538,"191.48,35.3,46.83",,,,,,,,,12009250,,,,,,
3662,16662,538,"132.82,34.79,100.51",,,,,,,,,,,,,,,
3663,16663,538,"136.63,34.72,100.6",,,,,,,,,,,,,,,
3664,16664,539,"114.76,20.52,111.39",,,,,,,,,,,,,,,
3665,16665,539,"111.97,20.52,111.48",,,,,,,,,,,,,,,
3666,16668,539,"116.03,20.52,115.84",,,,,,,,,,,,,,,
3667,16669,539,"75.88,12.44,118.37",,,,,,,,,,,,,,,
3668,16670,539,"76.11,12.44,123.71",,,,,,,,,,,,,,,
3669,16671,539,"74.31,12.44,118.08",,,,,,,,,,,,,,,
3670,16672,539,"77.12,12.44,118.65",,,,,,,,,,,,,,,
3671,16673,539,"74.37,12.44,126.34",,,,,,,,,,,,,,,
3672,16674,539,"77.08,12.44,126.19",,,,,,,,,,,,,,,
3673,16675,539,"68.73,16.41,134.73",,,,,,,,,,,,,,,
3674,16676,96,"110.62,22.23,227.49",,,,,,,,,12009270,,,,,,
3675,16677,96,"186.39,26.63,109.87",,,,,,,,,,,,,,,
3676,16678,96,"186.57,26.61,112.22",,,,,,,,,,,,,,,
3677,16682,96,"138.34,37.68,171.45",,,,,,,,,,,,,,,
3678,16683,96,"135.21,37.7,172.8",10000,"61,10,61",10000,"61,10,61",,,,,,,,,,,
3679,16684,96,"141.76,37.65,173.31",,,,,,,,,,,,,,,
3680,16685,96,"137.52,37.72,164.87",,,,,,,,,12009280,,,,,,
3681,16687,96,"138.34,37.68,171.45",,,,,,,,,,,,,,,
3682,16686,96,"145.93,37.62,171.89",,,,,,,,,,,,,,,
3683,16688,96,"138.63,37.7,166.87",,,,,,,,,,,,,,,
3684,16689,96,"141.44,37.67,168.07",,,,,,,,,,,,,,,
3685,16690,96,"149.41,37.63,171.04",,,,,,,,,,,,,,,
3686,16691,539,"72.24,16.48,86.58",,,,,,,,,,,,,,,
3687,16692,539,"65.5,16.58,86.44",,,,,,,,,,,,,,,
3688,16693,539,"70.22,16.49,86.53",,,,,,,,,,,,,,,
3689,16694,539,"67.34,16.48,86.23",,,,,,,,,,,,,,,
3690,16695,539,"68.93,16.48,86.22",,,,,,,,,,12009280,,,,,
3691,17390,87,"225.53,41.6,110.4",,,,,,,,,,,,,,,
3692,17391,87,"231.37,41.6,111.85",,,,,,,,,,,,,,,
3693,17392,87,"224.53,41.6,108.84",,,,,,,,,,,,,,,
3694,17393,87,"224.77,41.6,106.84",,,,,,,,,,,,,,,
3695,17394,87,"233.71,41.6,108.09",,,,,,,,,,,,,,,
3696,17395,87,"232.56,41.6,110.72",,,,,,,,,,,,,,,
3697,17396,87,"229.71,41.6,110.7",,,,,,,,,,,,,,,
3698,17397,87,"230.01,41.6,106.95",,,,,,,,,,,,,,,
3699,17398,87,"228.92,41.6,104.45",,,,,,,,,,,,,,,
3700,17399,87,"227.26,41.6,111",,,,,,,,,,,,,,,
3701,17400,87,"230.78,41.6,102.51",,,,,,,,,,,,,,,
3702,17401,87,"230.78,41.6,108.43",,,,,,,,,,,,,,,
3703,17402,87,"230.01,41.6,106.95",,,,,,,,,,12009410,,,,,
3704,17403,87,"231.12,41.6,106.89",,,,,,,,,,,,,,,
3705,17404,87,"229.19,41.6,108.04",,,,,,,,,,,,,,,
3706,17405,87,"229.9,41.6,105.55",,,,,,,,,,,,,,,
3707,17406,87,"230.01,41.6,106.95",,,,,,,,,,,,,,,
3708,17407,87,"282.9,55.29,228.33",,,,,,,,,12009430,,,,,,
3709,17408,87,"281.9,55.29,228.33",,,,,,,,,,,,,,,
3710,17409,87,"282.9,55.29,229.33",,,,,,,,,,,,,,,
3711,17410,87,"282.52,55.23,227.08",,,,,,,,,,,,,,,
3712,17443,87,"240.72,70.56,252.48",,,,,,,,,,,,,,,
3713,17439,87,"244.06,70.56,253.93",,,,,,,,,,12009430,,,,,
3714,17440,87,"244.18,70.56,257.32",,,,,,,,,,,,,,,
3715,17441,87,"242.45,70.56,255.62",,,,,,,,,,,,,,,
3716,17442,87,"246.57,70.56,256.82",,,,,,,,,,,,,,,
3717,17411,19,"116.97,12.16,111.64",,,,,,,,,,,,,,,
3718,17412,19,"116.08,12.16,108.28",,,,,,,,,12009440,,,,,,
3719,17413,19,"118.72,12.16,107.17",,,,,,,,,,,,,,,
3720,17414,19,"119.48,12.16,109.61",,,,,,,,,,,,,,,
3721,17415,26,"114.48,7.63,98.81",,,,,,,,,,,,,,,
3722,17416,26,"116.05,7.67,98.59",,,,,,,,,,,,,,,
3723,17417,26,"113.61,7.58,99.49",,,,,,,,,,,,,,,
3724,17418,26,"116.83,7.57,99.61",,,,,,,,,,,,,,,
3725,17419,26,"115.06,7.56,105.63",,,,,,,,,,12009440,,,,,
3726,17435,69,"86.6,14.15,251.07",,,,,,,,,,12009450,,,,,
3727,17420,69,"83.22,14.14,248.24",,,,,,,,,,,,,,,
3728,17421,69,"85.27,14.14,249.79",,,,,,,,,,,,,,,
3729,17422,69,"94.85,14.14,249.69",,,,,,,,,,,,,,,
3730,17423,69,"79.48,14.12,238.34",,,,,,,,,,,,,,,
3731,17424,69,"99,14.12,238.24",,,,,,,,,,,,,,,
3732,17425,518,"63.15,30.67,112.46",,,,,,,,,,,,,,,
3733,17436,518,"63.8,30.67,114.14",,,,,,,,,,,,,,,
3734,17426,518,"61.52,30.67,110.82",,,,,,,,,,,,,,,
3735,17427,518,"63.52,30.67,111.08",,,,,,,,,,,,,,,
3736,17428,518,"65.31,30.67,112.17",,,,,,,,,,,,,,,
3737,17429,87,"70.26,41.22,144.48",,,,,,,,,,,,,,,
3738,17430,87,"71.78,41.22,142.52",,,,,,,,,,12009460,,,,,
3739,17431,87,"72.47,41.44,143.84",,,,,,,,,,,,,,,
3740,17432,87,"70.73,41.06,142.28",,,,,,,,,,,,,,,
3741,17433,87,"72.05,41.5,145.15",,,,,,,,,,,,,,,
3742,17450,87,"255.09,40.99,124.01",,,,,,,,,,,,,,,
3743,17451,98,"168.74,4.48,115.14",,,,,,,,,12009610,,,,,,
3744,17452,98,"168.07,4.71,112.39",,,,,,,,,,,,,,,
3745,17453,98,"160.61,4.6,120.51",,,,,,,,,,,,,,,
3746,17454,98,"168.28,4.49,116.49",,,,,,,,,,,,,,,
3747,17456,98,"153.67,4.76,125.13",,,,,,,,,,,,,,,
3748,17457,98,"155.75,4.48,125.85",,,,,,,,,,,,,,,
3749,17458,98,"156.68,4.44,124.04",,,,,,,,,,,,,,,
3750,17459,98,"156.53,4.34,122.81",,,,,,,,,,,,,,,
3751,17460,98,"122.21,4.45,153.49",,,,,,,,,,12009610,,,,,
3752,17461,98,"86.38,13.09,50.74",,,,,,,,,,,,,,,
3753,17462,98,"87.3,13.09,52.91",,,,,,,,,,,,,,,
3754,17463,98,"86.69,13.08,54.18",,,,,,,,,,,,,,,
3755,17464,98,"94.22,11.93,48.69",,,,,,,,,,,,,,,
3756,17465,98,"91.94,11.92,46.03",,,,,,,,,,,,,,,
3757,17466,98,"90.21,11.97,47.41",,,,,,,,,,,,,,,
3758,17467,98,"92.98,11.97,52.76",,,,,,,,,,,,,,,
3759,17468,98,"94.47,11.93,51.67",,,,,,,,,,,,,,,
3760,17469,98,"93.61,11.99,50.96",,,,,,,,,,,,,,,
3761,17470,98,"164.63,16.73,51.66",,,,,,,,,12009630,,,,,,
3762,17471,98,"89.29,11.92,62.3",,,,,,,,,,,,,,,
3763,17472,98,"86.41,13.09,49.84",,,,,,,,,,,,,,,
3764,17473,98,"86.6,12.01,58.56",,,,,,,,,,,,,,,
3765,17474,98,"93.01,11.97,54.21",,,,,,,,,,,,,,,
3766,17475,98,"88.78,11.95,45.51",,,,,,,,,,,,,,,
3767,17476,98,"93.2,11.93,48.58",,,,,,,,,,,,,,,
3768,17477,98,"90.94,11.92,60.64",,,,,,,,,,,,,,,
3769,17478,98,"93,11.97,52.17",,,,,,,,,,,,,,,
3770,17479,98,"87.45,13.09,52.11",,,,,,,,,,,,,,,
3771,17480,98,"91.71,11.92,45.85",,,,,,,,,,,,,,,
3772,17481,98,"94.07,11.9,46.52",,,,,,,,,,,,,,,
3773,17482,98,"93.01,11.97,54.21",,,,,,,,,,,,,,,
3774,17483,98,"92.71,11.95,55.35",,,,,,,,,,,,,,,
3775,17484,98,"95.83,11.89,56.7",,,,,,,,,,,,,,,
3776,17486,541,"46.52,17.43,182.47",,,,,,,,,12009640,,,,,,
3777,17487,541,"48.65,17.41,181.17",,,,,,,,,,,,,,,
3778,17488,541,"44.49,17.42,183.79",,,,,,,,,,,,,,,
3779,17489,541,"55.55,17.59,187.61",,,,,,,,,,,,,,,
3780,17498,541,"46.52,17.43,182.47",,,,,,,,,,,,,,,
3781,17491,541,"242.87,17.54,247.08",,,,,,,,,,12009640,,,,,
3782,17499,541,"236.24,17.76,243.77",,,,,,,,,12009650,,,,,,
3783,17500,541,"238.45,17.48,245.94",,,,,,,,,,,,,,,
3784,17501,541,"239.6,17.57,243.29",,,,,,,,,,,,,,,
3785,17495,541,"175.19,17.96,99.48",,,,,,,,,,,,,,,
3786,17492,541,"177.38,17.81,97.63",,,,,,,,,,12009660,,,,,
3787,17493,541,"178.75,17.71,98.37",,,,,,,,,,,,,,,
3788,17494,541,"175.81,17.85,96.76",,,,,,,,,,,,,,,
3789,17496,541,"169.96,17.6,104.68",,,,,,,,,,12009650,,,,,
3790,17497,541,"169.96,17.6,104.68",,,,,,,,,,,,,,,
3791,17503,541,"154.37,17.25,115.26",10001,"81,24,75",,,,,,,,,,,,,
3792,17504,88,"165.16,21.6,285.61",,,,,,,,,,12009670,,,,,
3793,17505,88,"162.02,21.79,286.09",,,,,,,,,,,,,,,
3794,17506,88,"164.22,21.56,287.63",,,,,,,,,,,,,,,
3795,17507,88,"163.68,21.81,284.36",,,,,,,,,,,,,,,
3796,16581,10000,"61,10,61",5,"61,10,61",10001,"79,24,79",540,"173.61,35.54,77.2",,,,12009680|12009690,,,,,
3797,14320,26,"155.91,9.91,166.46",,,,,,,,,,2000920,,,,,
3798,14321,26,"133.68,9.91,183.94",,,,,,,,,,2000930,,,,,
3799,14322,11,"51.15,1.74,112.74",,,,,,,,,2000940,,,,,,
3800,14324,11,"57.89,1.74,129.5",,,,,,,,,,,,,,,
3801,14323,11,"96.2,1.74,135.84",,,,,,,,,,,,,,,
3802,14325,11,"85.71,1.74,131.89",,,,,,,,,,,,,,,
3803,14326,11,"76.5,1.74,130.72",,,,,,,,,,,,,,,
3804,14270,41,"117.59,12.27,70.18",,,,,,,,,2000030|2000040,2000010,,,,,
3805,14271,27,"131.24,11.46,77.84",,,,,,,,,2000020,,,,,,
3806,14275,52,"55.44,13.38,90.28",,,,,,,,,,,,,,,
3807,14276,52,"55.44,13.38,90.28",,,,,,,,,2000050,,,,,,
3808,14277,52,"55.44,13.38,90.28",,,,,,,,,,,,,,,
3809,14280,57,"74.4,10.2,57.08",,,,,,,,,2000510,,,,,,
3810,14284,7,"65.85,9.8,87.58",,,,,,,,,,,,,,,
3811,14281,60,"55.79,30.28,32.14",,,,,,,,,,2000510,,,,,
3812,14285,60,"55.79,30.28,32.14",,,,,,,,,2000530,,,,,,
3813,14289,21,"105.5,17.22,153.65",,,,,,,,,,2000530,,,,,
3814,14286,26,"102.34,9.91,147.29",,,,,,,,,2000550,2000570,,,,,
3815,14287,26,"67.01,9.91,103.86",,,,,,,,,,,,,,,
3816,14288,26,"165.32,9.91,147.67",,,,,,,,,2000560|2000570,,,,,,
3817,14283,28,"60.16,9.19,193.43",,,,,,,,,,,,,,,
3818,14240,57,"70.74,10.21,72.88",,,,,,,,,,,,,,,
3819,14241,57,"48.44,10.21,61.52",,,,,,,,,,2000210,,,,,
3820,14242,57,"61.04,11.15,77.05",,,,,,,,,2000220|2000230,2000230,,,,,
3821,14243,34,"56.45,6.35,168.78",,,,,,,,,2000240,2000240,,,,,
3822,14244,34,"166.01,6.44,148.69",,,,,,,,,,,,,,,
3823,14290,26,"114.34,9.72,121.4",,,,,,,,,2000610,2000640,,,,,
3824,14292,26,"57.46,9.91,109.5",,,,,,,,,2000630,,,,,,
3825,14291,39,"57.65,12.11,49.19",,,,,,,,,2000620,,,,,,
3826,14293,25,"112.65,12.2,135.27",,,,,,,,,2000640,,,,,,
3827,14294,25,"132.24,12.2,124.02",,,,,,,,,,,,,,,
3828,14295,25,"131.98,12.2,122.05",,,,,,,,,,,,,,,
3829,14296,25,"131.32,12.21,120.11",,,,,,,,,,,,,,,
3830,14250,26,"60.91,9.91,182.12",,,,,,,,,2000310|2000320|2000330|2000340,2000340,,,,,
3831,14251,26,"56.21,9.91,177.5",,,,,,,,,,,,,,,
3832,14260,57,"70.74,10.21,72.88",,,,,,,,,2000410|2000420,2000430,,,,,
3833,14261,57,"48.44,10.21,61.52",,,,,,,,,2000430,,,,,,
3834,14263,57,"61.01,10.21,71.18",,,,,,,,,,,,,,,
3835,14311,516,"119.28,25.61,108.8",,,,,,,,,2000820|2000830|2000850,2000850,,,,,
3836,14312,516,"119.34,25.61,112.95",,,,,,,,,,,,,,,
3837,14314,516,"119.34,25.61,112.95",,,,,,,,,2000840,,,,,,
3838,14313,516,"119.34,25.61,112.95",,,,,,,,,,,,,,,
3839,14301,7,"107.65,10.78,117.79",,,,,,,,,2000720|2000730,2000730,,,,,
3840,14302,7,"100.15,9.8,185.56",,,,,,,,,,,,,,,
3841,14330,26,"114.38,9.91,145.72",,,,,,,,,2001010,,,,,,
3842,14331,58,"49.56,10.91,70.67",,,,,,,,,,2001010|2001040,,,,,
3843,14332,58,"49.62,10.91,64.69",,,,,,,,,2001020,,,,,,
3844,14333,26,"140.82,9.91,182.24",,,,,,,,,,,,,,,
3845,14334,66,"72.83,65.96,172.29",,,,,,,,,2001030|2001040,,,,,,
3846,14340,53,"208.31,1.52,153.65",,,,,,,,,2001110,,,,,,
3847,14341,53,"221.49,1.52,208.04",,,,,,,,,,,,,,,
3848,14342,2234,"203.8,1.52,208.16",,,,,,,,,,,2001120,,,2001120,
3849,14343,53,"221.49,1.52,208.04",,,,,,,,,2001130,,,,,,
